,REG_ID,TM_FC,TM_EF,MOD,STN,C,SKY,PRE,CONF,WF,RN_ST,MIN,MAX,MIN_L,MIN_H,MAX_L,MAX_H,date
314,11B10101,202012310600,202101090000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,-11,-3,2,3,1,2,2021-01-09
315,11B10101,202101090600,202101120000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,-8,1,1,1,1,1,2021-01-12
316,11B10101,202101090600,202101130000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",40,-3,6,1,1,3,1,2021-01-13
317,11B10101,202101090600,202101140000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,-2,6,2,4,2,1,2021-01-14
318,11B10101,202101090600,202101150000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,-2,5,3,4,3,2,2021-01-15
319,11B10101,202101090600,202101160000,A01,109,2,WB04,WB11,¾øA½,"""흐리고","비/눈""",-1,2,3,1,2,2,2021-01-16
320,11B10101,202101090600,202101170000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,-7,-1,1,2,2,2,2021-01-17
321,11B10101,202101090600,202101180000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,-8,1,1,2,2,2,2021-01-18
322,11B10101,202101180600,202101210000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,1,5,1,1,1,2,2021-01-21
323,11B10101,202101180600,202101220000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,1,6,1,1,1,1,2021-01-22
324,11B10101,202101180600,202101230000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,0,8,1,1,1,1,2021-01-23
325,11B10101,202101180600,202101240000,A01,109,2,WB04,WB11,¾øA½,"""흐리고","비/눈""",1,6,1,1,1,1,2021-01-24
326,11B10101,202101180600,202101250000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,-2,7,3,2,2,1,2021-01-25
327,11B10101,202101180600,202101260000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,-1,5,1,2,1,1,2021-01-26
328,11B10101,202101180600,202101270000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,-2,5,2,2,2,2,2021-01-27
329,11B10101,202101270600,202101300000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",20,-7,5,2,2,1,1,2021-01-30
330,11B10101,202101270600,202101310000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",20,-3,7,3,3,2,2,2021-01-31
331,11B10101,202101270600,202102010000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",20,0,7,3,2,2,2,2021-02-01
332,11B10101,202101270600,202102020000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,-6,1,2,4,3,3,2021-02-02
333,11B10101,202101270600,202102030000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,-7,1,1,3,2,3,2021-02-03
334,11B10101,202101270600,202102040000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",20,-6,-1,2,3,2,5,2021-02-04
335,11B10101,202101270600,202102050000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,-8,0,3,4,1,3,2021-02-05
336,11B10101,202102050600,202102080000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,-6,2,1,0,1,1,2021-02-08
337,11B10101,202102050600,202102090000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,-3,6,1,1,1,1,2021-02-09
338,11B10101,202102050600,202102100000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,0,7,1,1,1,1,2021-02-10
339,11B10101,202102050600,202102110000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,0,7,3,1,1,1,2021-02-11
340,11B10101,202102050600,202102120000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",20,-1,8,2,2,2,1,2021-02-12
341,11B10101,202102050600,202102130000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,0,7,2,2,2,2,2021-02-13
342,11B10101,202102050600,202102140000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",20,-2,5,3,2,3,2,2021-02-14
343,11B10101,202102140600,202102170000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,-10,-5,0,1,1,1,2021-02-17
344,11B10101,202102140600,202102180000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,-8,1,1,1,1,1,2021-02-18
345,11B10101,202102140600,202102190000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,-4,8,2,2,2,1,2021-02-19
346,11B10101,202102140600,202102200000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,2,13,2,1,1,1,2021-02-20
347,11B10101,202102140600,202102210000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",20,4,12,3,2,2,1,2021-02-21
348,11B10101,202102140600,202102220000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,3,10,4,1,3,2,2021-02-22
349,11B10101,202102140600,202102230000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,1,9,3,4,2,2,2021-02-23
350,11B10101,202102230600,202102260000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,2,13,2,1,1,2,2021-02-26
351,11B10101,202102230600,202102270000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,2,14,1,2,1,1,2021-02-27
352,11B10101,202102230600,202102280000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",20,2,14,2,2,1,1,2021-02-28
353,11B10101,202102230600,202103010000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",5,10,1,2,2,2,2021-03-01
354,11B10101,202102230600,202103020000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",20,-1,6,4,3,2,1,2021-03-02
355,11B10101,202102230600,202103030000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,-2,6,2,2,2,1,2021-03-03
356,11B10101,202102230600,202103040000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,-1,9,2,1,1,1,2021-03-04
357,11B10101,202103040600,202103070000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,1,9,1,2,1,1,2021-03-07
358,11B10101,202103040600,202103080000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,0,12,1,1,1,1,2021-03-08
359,11B10101,202103040600,202103090000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,3,12,3,2,1,1,2021-03-09
360,11B10101,202103040600,202103100000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,3,14,2,3,1,1,2021-03-10
361,11B10101,202103040600,202103110000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,4,13,2,2,1,1,2021-03-11
362,11B10101,202103040600,202103120000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,4,13,1,1,1,1,2021-03-12
363,11B10101,202103040600,202103130000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,3,13,2,2,1,1,2021-03-13
364,11B10101,202103130600,202103160000,A01,109,2,WB03,WB09,¾øA½,"""구름많고","비""",5,14,1,1,1,1,2021-03-16
365,11B10101,202103130600,202103170000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,3,15,1,4,2,2,2021-03-17
366,11B10101,202103130600,202103180000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,6,16,3,2,2,1,2021-03-18
367,11B10101,202103130600,202103190000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",20,6,16,2,2,1,2,2021-03-19
368,11B10101,202103130600,202103200000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,5,12,2,2,1,1,2021-03-20
369,11B10101,202103130600,202103210000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",40,3,12,1,1,2,2,2021-03-21
370,11B10101,202103130600,202103220000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,3,12,1,2,2,1,2021-03-22
371,11B10101,202103220600,202103250000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",40,7,17,1,2,1,1,2021-03-25
372,11B10101,202103220600,202103260000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,7,17,1,1,1,1,2021-03-26
373,11B10101,202103220600,202103270000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,9,15,1,1,2,1,2021-03-27
374,11B10101,202103220600,202103280000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",10,16,1,2,1,3,2021-03-28
375,11B10101,202103220600,202103290000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",20,7,17,1,2,1,2,2021-03-29
376,11B10101,202103220600,202103300000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,7,18,1,1,1,2,2021-03-30
377,11B10101,202103220600,202103310000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,9,19,2,1,1,3,2021-03-31
378,11B10101,202103310600,202104030000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",13,18,1,1,1,3,2021-04-03
379,11B10101,202103310600,202104040000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",9,14,1,1,1,2,2021-04-04
380,11B10101,202103310600,202104050000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,5,17,2,1,1,2,2021-04-05
381,11B10101,202103310600,202104060000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,8,15,1,1,1,1,2021-04-06
382,11B10101,202103310600,202104070000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,6,16,1,1,1,1,2021-04-07
383,11B10101,202103310600,202104080000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,7,16,2,2,3,1,2021-04-08
384,11B10101,202103310600,202104090000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,7,17,3,2,3,2,2021-04-09
385,11B10101,202104090600,202104120000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,10,18,1,1,2,1,2021-04-12
386,11B10101,202104090600,202104130000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",12,18,2,1,2,1,2021-04-13
387,11B10101,202104090600,202104140000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,6,17,2,2,2,2,2021-04-14
388,11B10101,202104090600,202104150000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,7,18,2,2,2,2,2021-04-15
389,11B10101,202104090600,202104160000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",40,8,17,2,2,2,2,2021-04-16
390,11B10101,202104090600,202104170000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",20,8,19,2,2,2,2,2021-04-17
391,11B10101,202104090600,202104180000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,10,19,2,2,2,2,2021-04-18
392,11B10101,202104180600,202104210000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,11,25,3,2,1,1,2021-04-21
393,11B10101,202104180600,202104220000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,13,25,1,2,2,1,2021-04-22
394,11B10101,202104180600,202104230000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,13,22,1,2,3,4,2021-04-23
395,11B10101,202104180600,202104240000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,11,23,3,2,2,2,2021-04-24
396,11B10101,202104180600,202104250000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,12,22,3,3,2,1,2021-04-25
397,11B10101,202104180600,202104260000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,11,21,1,2,2,2,2021-04-26
398,11B10101,202104180600,202104270000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,10,20,1,2,2,2,2021-04-27
399,11B10101,202104270600,202104300000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",11,18,1,1,2,2,2021-04-30
400,11B10101,202104270600,202105010000,A01,109,2,WB03,WB09,¾øA½,"""구름많고","비""",9,17,1,1,1,1,2021-05-01
401,11B10101,202104270600,202105020000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,9,20,1,1,1,1,2021-05-02
402,11B10101,202104270600,202105030000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,11,22,2,1,1,1,2021-05-03
403,11B10101,202104270600,202105040000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",14,22,2,1,2,2,2021-05-04
404,11B10101,202104270600,202105050000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,13,21,2,2,2,3,2021-05-05
405,11B10101,202104270600,202105060000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",20,12,21,1,1,1,1,2021-05-06
406,11B10101,202105060600,202105090000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,11,20,1,1,1,1,2021-05-09
407,11B10101,202105060600,202105100000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,12,21,1,2,1,1,2021-05-10
408,11B10101,202105060600,202105110000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,13,24,2,1,2,1,2021-05-11
409,11B10101,202105060600,202105120000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,15,25,2,2,1,2,2021-05-12
410,11B10101,202105060600,202105130000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,14,26,1,2,1,2,2021-05-13
411,11B10101,202105060600,202105140000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,15,26,1,2,2,1,2021-05-14
412,11B10101,202105060600,202105150000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,16,25,2,1,2,2,2021-05-15
413,11B10101,202105150600,202105180000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,14,25,1,1,1,1,2021-05-18
414,11B10101,202105150600,202105190000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,15,26,1,1,1,1,2021-05-19
415,11B10101,202105150600,202105200000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,17,26,2,1,2,3,2021-05-20
416,11B10101,202105150600,202105210000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,16,24,1,2,1,3,2021-05-21
417,11B10101,202105150600,202105220000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,15,26,1,2,1,1,2021-05-22
418,11B10101,202105150600,202105230000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,17,27,1,2,2,2,2021-05-23
419,11B10101,202105150600,202105240000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,17,26,2,3,2,3,2021-05-24
420,11B10101,202105240600,202105270000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",15,22,1,1,2,1,2021-05-27
421,11B10101,202105240600,202105280000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",40,15,22,1,1,1,2,2021-05-28
422,11B10101,202105240600,202105290000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",20,14,23,1,1,1,1,2021-05-29
423,11B10101,202105240600,202105300000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,15,25,2,1,1,1,2021-05-30
424,11B10101,202105240600,202105310000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,16,26,3,2,1,1,2021-05-31
425,11B10101,202105240600,202106010000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",20,16,26,2,1,2,2,2021-06-01
426,11B10101,202105240600,202106020000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,18,26,2,2,1,2,2021-06-02
427,11B10101,202106020600,202106050000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",0,15,25,1,1,0,1,2021-06-05
428,11B10101,202106020600,202106060000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,16,25,1,0,1,0,2021-06-06
429,11B10101,202106020600,202106070000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",20,17,27,1,0,1,1,2021-06-07
430,11B10101,202106020600,202106080000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",20,18,29,1,1,1,1,2021-06-08
431,11B10101,202106020600,202106090000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,19,28,1,1,1,2,2021-06-09
432,11B10101,202106020600,202106100000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,19,28,2,1,2,2,2021-06-10
433,11B10101,202106020600,202106110000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,19,28,2,2,1,2,2021-06-11
434,11B10101,202106110600,202106140000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,21,31,0,0,1,1,2021-06-14
435,11B10101,202106110600,202106150000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,20,30,1,1,1,1,2021-06-15
436,11B10101,202106110600,202106160000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,20,30,1,1,1,1,2021-06-16
437,11B10101,202106110600,202106170000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",21,26,1,1,1,2,2021-06-17
438,11B10101,202106110600,202106180000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,20,27,1,1,3,1,2021-06-18
439,11B10101,202106110600,202106190000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,19,28,1,1,1,2,2021-06-19
440,11B10101,202106110600,202106200000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,19,28,2,2,1,2,2021-06-20
441,11B10101,202106200600,202106230000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",40,19,27,1,1,0,1,2021-06-23
442,11B10101,202106200600,202106240000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,19,28,1,0,1,1,2021-06-24
443,11B10101,202106200600,202106250000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,20,28,1,1,1,1,2021-06-25
444,11B10101,202106200600,202106260000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,21,29,1,1,1,1,2021-06-26
445,11B10101,202106200600,202106270000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,21,29,1,1,1,1,2021-06-27
446,11B10101,202106200600,202106280000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,21,29,1,1,2,1,2021-06-28
447,11B10101,202106200600,202106290000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",40,21,28,1,1,2,1,2021-06-29
448,11B10101,202106290600,202107020000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",20,22,31,0,0,1,1,2021-07-02
449,11B10101,202106290600,202107030000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,21,30,1,1,2,1,2021-07-03
450,11B10101,202106290600,202107040000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,21,29,1,1,1,2,2021-07-04
451,11B10101,202106290600,202107050000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,22,29,1,1,1,1,2021-07-05
452,11B10101,202106290600,202107060000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,22,29,1,1,1,2,2021-07-06
453,11B10101,202106290600,202107070000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,22,29,1,1,2,2,2021-07-07
454,11B10101,202106290600,202107080000,A01,109,2,WB04,WB09,¾øA½,"""흐리고","비""",22,29,1,1,1,1,2021-07-08
455,11B10101,202107080600,202107110000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,24,31,1,0,1,0,2021-07-11
456,11B10101,202107080600,202107120000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,23,34,1,0,1,1,2021-07-12
457,11B10101,202107080600,202107130000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,25,34,1,1,1,1,2021-07-13
458,11B10101,202107080600,202107140000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,25,33,1,1,1,1,2021-07-14
459,11B10101,202107080600,202107150000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,25,33,1,1,1,1,2021-07-15
460,11B10101,202107080600,202107160000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,24,33,1,1,1,1,2021-07-16
461,11B10101,202107080600,202107170000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,24,32,1,1,1,1,2021-07-17
462,11B10101,202107170600,202107200000,A01,109,2,WB04,WB00,¾øA½,"""흐림""",40,25,34,0,1,2,1,2021-07-20
463,11B10101,202107170600,202107210000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,26,34,1,1,1,1,2021-07-21
464,11B10101,202107170600,202107220000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",20,25,34,1,1,1,1,2021-07-22
465,11B10101,202107170600,202107230000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,25,34,1,1,1,1,2021-07-23
466,11B10101,202107170600,202107240000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,25,33,1,1,1,1,2021-07-24
467,11B10101,202107170600,202107250000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",20,24,33,1,1,1,1,2021-07-25
468,11B10101,202107170600,202107260000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,25,33,1,1,1,1,2021-07-26
469,11B10101,202107260600,202107290000,A01,109,2,WB01,WB00,¾øA½,"""맑음""",10,25,34,1,0,1,1,2021-07-29
470,11B10101,202107260600,202107300000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,26,34,0,1,1,1,2021-07-30
471,11B10101,202107260600,202107310000,A01,109,2,WB03,WB00,¾øA½,"""구름많음""",30,26,35,1,1,1,1,2021-07-31
